   1	0.879004	0.882353	0.880678  	0.829181	0.058824	0.444003
   2	0.879004	0.882353	0.880678  	0.843416	0.058824	0.451120
   3	0.879004	0.882353	0.880678  	0.836299	0.088235	0.462267
   4	0.879004	0.882353	0.880678  	0.850534	0.088235	0.469385
   5	0.879004	0.882353	0.880678  	0.864769	0.117647	0.491208
   6	0.879004	0.882353	0.880678  	0.839858	0.264706	0.552282
   7	0.879004	0.882353	0.880678  	0.854093	0.323529	0.588811
   8	0.879004	0.882353	0.880678  	0.871886	0.470588	0.671237
   9	0.879004	0.882353	0.880678  	0.850534	0.647059	0.748796
  10	0.879004	0.882353	0.880678  	0.850534	0.647059	0.748796
  11	0.879004	0.882353	0.880678  	0.832740	0.676471	0.754605
  12	0.879004	0.882353	0.880678  	0.832740	0.676471	0.754605
  13	0.879004	0.882353	0.880678  	0.864769	0.676471	0.770620
  14	0.879004	0.882353	0.880678  	0.811388	0.764706	0.788047
  15	0.879004	0.882353	0.880678  	0.811388	0.764706	0.788047
  16	0.879004	0.882353	0.880678  	0.811388	0.764706	0.788047
  17	0.879004	0.882353	0.880678  	0.836299	0.764706	0.800502
  18	0.879004	0.882353	0.880678  	0.868327	0.735294	0.801811
  19	0.879004	0.882353	0.880678  	0.850534	0.764706	0.807620
  20	0.879004	0.882353	0.880678  	0.829181	0.794118	0.811650
  21	0.879004	0.882353	0.880678  	0.832740	0.794118	0.813429
  22	0.879004	0.882353	0.880678  	0.843416	0.794118	0.818767
  23	0.879004	0.882353	0.880678  	0.843416	0.794118	0.818767
  24	0.879004	0.882353	0.880678  	0.843416	0.794118	0.818767
  25	0.879004	0.882353	0.880678  	0.843416	0.794118	0.818767
  26	0.879004	0.882353	0.880678  	0.843416	0.794118	0.818767
  27	0.879004	0.882353	0.880678  	0.843416	0.794118	0.818767
  28	0.879004	0.882353	0.880678  	0.846975	0.794118	0.820546
  29	0.879004	0.882353	0.880678  	0.846975	0.794118	0.820546
  30	0.879004	0.882353	0.880678  	0.854093	0.794118	0.824105
