   1	0.918149	0.882353	0.900251  	0.850534	0.088235	0.469385
   2	0.918149	0.882353	0.900251  	0.918149	0.882353	0.900251
   3	0.918149	0.882353	0.900251  	0.861210	0.823529	0.842370
   4	0.918149	0.882353	0.900251  	0.918149	0.882353	0.900251
   5	0.918149	0.882353	0.900251  	0.893238	0.647059	0.770149
   6	0.918149	0.882353	0.900251  	0.914591	0.735294	0.824942
   7	0.918149	0.882353	0.900251  	0.900356	0.764706	0.832531
   8	0.918149	0.882353	0.900251  	0.846975	0.705882	0.776429
   9	0.918149	0.882353	0.900251  	0.911032	0.705882	0.808457
  10	0.918149	0.882353	0.900251  	0.889680	0.705882	0.797781
  11	0.889680	0.941176	0.915428  	0.889680	0.705882	0.797781
  12	0.889680	0.941176	0.915428  	0.928826	0.823529	0.876178
  13	0.889680	0.941176	0.915428  	0.875445	0.823529	0.849487
  14	0.889680	0.941176	0.915428  	0.839858	0.735294	0.787576
  15	0.889680	0.941176	0.915428  	0.882562	0.735294	0.808928
  16	0.889680	0.941176	0.915428  	0.839858	0.735294	0.787576
  17	0.889680	0.941176	0.915428  	0.864769	0.705882	0.785326
  18	0.889680	0.941176	0.915428  	0.832740	0.705882	0.769311
  19	0.889680	0.941176	0.915428  	0.854093	0.588235	0.721164
  20	0.889680	0.941176	0.915428  	0.832740	0.705882	0.769311
  21	0.893238	0.941176	0.917207  	0.864769	0.735294	0.800031
  22	0.893238	0.941176	0.917207  	0.857651	0.794118	0.825884
  23	0.893238	0.941176	0.917207  	0.886121	0.882353	0.884237
  24	0.893238	0.941176	0.917207  	0.861210	0.823529	0.842370
  25	0.893238	0.941176	0.917207  	0.846975	0.823529	0.835252
  26	0.893238	0.941176	0.917207  	0.854093	0.823529	0.838811
  27	0.893238	0.941176	0.917207  	0.875445	0.794118	0.834781
  28	0.893238	0.941176	0.917207  	0.861210	0.764706	0.812958
  29	0.893238	0.941176	0.917207  	0.879004	0.794118	0.836561
  30	0.893238	0.941176	0.917207  	0.886121	0.882353	0.884237
  31	0.893238	0.941176	0.917207  	0.854093	0.823529	0.838811
  32	0.893238	0.941176	0.917207  	0.889680	0.705882	0.797781
  33	0.893238	0.941176	0.917207  	0.839858	0.882353	0.861105
  34	0.893238	0.941176	0.917207  	0.875445	0.794118	0.834781
  35	0.893238	0.941176	0.917207  	0.857651	0.735294	0.796473
  36	0.893238	0.941176	0.917207  	0.896797	0.852941	0.874869
  37	0.893238	0.941176	0.917207  	0.868327	0.764706	0.816517
  38	0.893238	0.941176	0.917207  	0.893238	0.941176	0.917207
  39	0.893238	0.941176	0.917207  	0.846975	0.823529	0.835252
  40	0.893238	0.941176	0.917207  	0.868327	0.705882	0.787105
  41	0.893238	0.941176	0.917207  	0.850534	0.705882	0.778208
  42	0.893238	0.941176	0.917207  	0.889680	0.764706	0.827193
  43	0.893238	0.941176	0.917207  	0.882562	0.852941	0.867752
  44	0.893238	0.941176	0.917207  	0.882562	0.705882	0.794222
  45	0.893238	0.941176	0.917207  	0.882562	0.647059	0.764811
  46	0.893238	0.941176	0.917207  	0.871886	0.588235	0.730061
  47	0.893238	0.941176	0.917207  	0.896797	0.676471	0.786634
  48	0.893238	0.941176	0.917207  	0.886121	0.676471	0.781296
  49	0.893238	0.941176	0.917207  	0.864769	0.617647	0.741208
  50	0.893238	0.941176	0.917207  	0.843416	0.588235	0.715826
  51	0.893238	0.941176	0.917207  	0.882562	0.705882	0.794222
  52	0.893238	0.941176	0.917207  	0.850534	0.823529	0.837032
  53	0.893238	0.941176	0.917207  	0.868327	0.735294	0.801811
  54	0.893238	0.941176	0.917207  	0.868327	0.764706	0.816517
  55	0.893238	0.941176	0.917207  	0.914591	0.735294	0.824942
  56	0.893238	0.941176	0.917207  	0.857651	0.676471	0.767061
  57	0.893238	0.941176	0.917207  	0.879004	0.764706	0.821855
  58	0.893238	0.941176	0.917207  	0.868327	0.794118	0.831223
  59	0.893238	0.941176	0.917207  	0.886121	0.647059	0.766590
  60	0.893238	0.941176	0.917207  	0.896797	0.705882	0.801340
  61	0.893238	0.941176	0.917207  	0.846975	0.882353	0.864664
  62	0.893238	0.941176	0.917207  	0.868327	0.617647	0.742987
  63	0.893238	0.941176	0.917207  	0.846975	0.764706	0.805840
  64	0.893238	0.941176	0.917207  	0.836299	0.676471	0.756385
  65	0.893238	0.941176	0.917207  	0.882562	0.705882	0.794222
  66	0.893238	0.941176	0.917207  	0.679715	0.970588	0.825152
  67	0.893238	0.941176	0.917207  	0.854093	0.794118	0.824105
  68	0.893238	0.941176	0.917207  	0.829181	0.676471	0.752826
  69	0.893238	0.941176	0.917207  	0.814947	0.852941	0.833944
  70	0.893238	0.941176	0.917207  	0.850534	0.764706	0.807620
  71	0.893238	0.941176	0.917207  	0.886121	0.676471	0.781296
  72	0.893238	0.941176	0.917207  	0.814947	0.852941	0.833944
  73	0.893238	0.941176	0.917207  	0.864769	0.852941	0.858855
  74	0.893238	0.941176	0.917207  	0.825623	0.705882	0.765753
  75	0.893238	0.941176	0.917207  	0.832740	0.823529	0.828135
  76	0.893238	0.941176	0.917207  	0.843416	0.794118	0.818767
  77	0.893238	0.941176	0.917207  	0.854093	0.705882	0.779987
  78	0.893238	0.941176	0.917207  	0.843416	0.764706	0.804061
  79	0.893238	0.941176	0.917207  	0.871886	0.617647	0.744767
  80	0.893238	0.941176	0.917207  	0.871886	0.705882	0.788884
